sentence,label,label_idx
what are the active ingredients in the vaccine,What is in the vaccine?,28
What are the chemicals and solutions implemented in the vaccine?,What is in the vaccine?,28
what product does this vaccine have?,What is in the vaccine?,28
what does the vaccine do?,What is in the vaccine?,28
What are the ingredients used to make the Covid vaccine?,What is in the vaccine?,28
I feel like vaccine companies need to be more transparent about what they put inside their vaccines.,What is in the vaccine?,28
how do the two companies vaccine differ in the ingredients,What is in the vaccine?,28
Is it possible for normal people to find out and understand what is in the Covid-19 vaccine.,What is in the vaccine?,28
I am afraid I will be allergic to the Covid vaccine.,What is in the vaccine?,28
what are vaccines made of?,What is in the vaccine?,28
What is in the vaccine?,What is in the vaccine?,28
which components it have?,What is in the vaccine?,28
What is a Vaccine?,What is in the vaccine?,28
Online theories about the vaccine say that it can alter our DNA or we will be injected with microchips at the same time.  How do we find out what is really in the vaccine.,What is in the vaccine?,28
What is known about the vaccine? What does it consist of?,What is in the vaccine?,28
Is mRNA something organtic?,What is mRNA?,76
Is mRNA part of DNA?,What is mRNA?,76
Are all COVID vaccines mRNA?,What is mRNA?,76
What interests does the government hide behind mRNA?,What is mRNA?,76
How does the vaccine using mRNA differ from a normal vaccine shot,What is mRNA?,76
Is mRNA a new technology?,What is mRNA?,76
"What do the initials, nMRA stand for?  How does this work",What is mRNA?,76
I do not understand what the term mRNA means,What is mRNA?,76
I dont understand science so I need a plain explanation of what rna is and how it works?,What is mRNA?,76
Can you tell me what my mRNA is?,What is mRNA?,76
I dont know what mRNA is can you explain it me please?,What is mRNA?,76
Please define mRNA for me.,What is mRNA?,76
what is mrna consisted of?,What is mRNA?,76
what is mRNA?,What is mRNA?,76
"I want to find out my mRNA, what is it?",What is mRNA?,76
Does everyone have mRNA?,What is mRNA?,76
What does mRNA mean?,What is mRNA?,76
I need to know what mRNA is,What is mRNA?,76
What is mRNA?,What is mRNA?,76
can you educate me on mRNA?,What is mRNA?,76
I have heard of mRNA but I don't understand what it is.,What is mRNA?,76
"ive never heard of mrna, what is it",What is mRNA?,76
Is mRNA from fetal tissue?,What is mRNA?,76
Explain the meaning of mRNA.,What is mRNA?,76
Is the johnson & johnson vaccine safe?,What is the J&J vaccine?,148
"Johnson & Johnson is a multinational company, trained to create the vaccine against covid",What is the J&J vaccine?,148
What compounds does the J&J vaccine have?,What is the J&J vaccine?,148
What can you tell me about the J&J vaccine?,What is the J&J vaccine?,148
Where can I get the J&J Covid-19 vaccine?,What is the J&J vaccine?,148
Importance of the j & j vaccine,What is the J&J vaccine?,148
what is the Johnson & Johnson vaccine for?,What is the J&J vaccine?,148
Can someone explain to me what the J&J vaccine is?,What is the J&J vaccine?,148
what is the johnson $ johnson vaccine?,What is the J&J vaccine?,148
How can i know about  Johnson & Johnson vaccine?,What is the J&J vaccine?,148
Who produces the J&J vaccine?,What is the J&J vaccine?,148
What is the J&J vaccine?,What is the J&J vaccine?,148
What does the johnson & johnson vaccine contain?,What is the J&J vaccine?,148
Johnson & Johnson's vaccine for Covid-19 is FDA cleared?,What is the J&J vaccine?,148
who made the johnson & johnson vaccine?,What is the J&J vaccine?,148
What is the j & j vaccine based on?,What is the J&J vaccine?,148
What does the moderna vaccine contain?,What is the Moderna vaccine?,149
What is the Moderna vaccine?,What is the Moderna vaccine?,149
How does the Moderna vaccine work?,What is the Moderna vaccine?,149
What compounds does the moderna vaccine have?,What is the Moderna vaccine?,149
What is the moderna vaccine made of?,What is the Moderna vaccine?,149
Moderna's vaccine for Covid-19 is FDA cleared?,What is the Moderna vaccine?,149
How can i know about  moderna vaccine?,What is the Moderna vaccine?,149
who made the moderna vaccine?,What is the Moderna vaccine?,149
Importance of the moderna vaccine,What is the Moderna vaccine?,149
What is the function of the moderna vaccine?,What is the Moderna vaccine?,149
Show me what is the  Moderna vaccine?,What is the Moderna vaccine?,149
Can someone explain to me what the Moderna vaccine is?,What is the Moderna vaccine?,149
What is the modern vaccine based on?,What is the Moderna vaccine?,149
Who produces the Moderna vaccine?,What is the Moderna vaccine?,149
Is the Moderna vaccine safe?,What is the Moderna vaccine?,149
Is the modern vaccine dangerous?,What is the Moderna vaccine?,149
the South african variant is very dangerous?,What is the Omicron variant?,179
